,text,intent,slots,pattern_id
911,میگی فساد نیست یعنی یه چیزی هست ادم میترسه از اخبار این روزا,offensive,o o o o o o o o o o o o o,3500911
912,پست‌تر از لیبرال‌های داعشی صفت ندیدیم,offensive,o o o o o o,3500912
913,تو سیستان وبلوچستان مدرسه درست حسابی درست نکردن والانم هم بچه‌ای ک سنش سال برسه میره باهمراه پدرش یاکشاورزی یا چوپانی اینجاسوادخیلی کمه چون ن کتاب کیف کفش بهشون میدن ونه مدرسه بخداخیلی گناه دارن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500913
914,الله نورکارگشاست بزودی دنیابه نفع ایران تعغیرمیکند,offensive,o o o o o o o,3500914
915,وزیر محترم کارت به جایی رسیده به مردم سرزمین من میگی برن بمیرن,offensive,o o o o o o o o o o o o o,3500915
916,دقیقا دیگه رای نمیدم,offensive,o o o o,3500916
917,هموطن تو این مملکت یا همه دارن یا اونک نداره داده ب امثال این گوز اقا بخورن و گنده بشن وایسن بگن مردم بمیرید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500917
918,حیف که بهت رای دادیم حرومت در پیشگاه خدا جوابگو باش حس چاخان,offensive,o o o o o o o o o o o o o,3500918
919,مردم ی فکری ب حال ما کنید اینجور مملکت بد بهم میریزه خونمون توشیشه کردین,offensive,o o o o o o o o o o o o o o o,3500919
920,حروم لقمه جاسوس میخواد اینقدر برینه به مملکت تا حکومت عوض شه با پولا فرار کنه جاسوسه تخم حروم,offensive,o o o o o o o o o o o o o o o o o o o,3500920
921,اگه مردم ایران یکم وحدت داشتن الان میشاشیدن به روت به ریشت میخندیدن,offensive,o o o o o o o o o o o o o,3500921
922,بدبختو ندیدی انگ نون خور جمهوری میزنی,offensive,o o o o o o o,3500922
923,چرا به زلزله زدگان رسیدگی نمی‌کنید تو این هوای سرد چند نفر دیگه باید تلف بشن بخدا قسم شما به عنوان بالاترین مسئول اجرایی کشور در مقابل تمام مردم مسئولین ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500923
924,همه میگن همشون داغونن ولی به روحانی امید بسته بودن که روحانی هم گند زد منظور اینه که همشون سر و ته کرباسن,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500924
925,برید گم شید که جمهوری اسلامی ایران رو این وضع کشوندین,offensive,o o o o o o o o o o o,3500925
926,آقای روحانی رب شد بیست هزار تون میدونی که دیگه هم خیلی نمیتونن بخورن نه شما عمرا درک کنید همچین چیزی رو چون درک میکردن این روزگارما نبود,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500926
927,اقای رئیسی فقط خاستم بگم پراید‌شده‌ سیصد میلیون شبا خابت میبره,offensive,o o o o o o o o o o o,3500927
928,پاینده خانواده‌های صبور ارتشی ک همیشه حقشون پایمال شده,offensive,o o o o o o o o o,3500928
929,پیش رفت رئیسی برای مردم یه عدد درخت در تمام سال,offensive,o o o o o o o o o o o,3500929
930,ایران را خواهیم_ساخت به امیدخدا,offensive,o o o o o,3500930
931,شما تمام زحماتتون رو برای کشیدیدواقعا آمریکا لیاقت این توافق رو نداشت,offensive,o o o o o o o o o o o o,3500931
932,بهتره بفرمایید ارتش و سپاه و بسیج ، پاسخگو هستن و انتقام خون شهدامون رو میگیرن شما که در فکر مذاکره و ارتباط با کی هستید کدخدایی که به فکر نفوذ در این آب و خاک هست,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500932
933,سلامت و تن درست باشید هم شما و خامنه‌ای,offensive,o o o o o o o o o,3500933
934,اقای رییس‌جمهور این جنایت اقتصادی حتما باید درست اصل وسط جوونی من و همسن سالام رخ میداد یه زندگی ب من و امثال من بدهکارید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500934
935,تو دزدترین دزد ایرانی دزد شارلاتان ضعیف کش نامرد,offensive,o o o o o o o o o,3500935
936,من برای چی پنج ساعت تو صف موندم شما رای دادم که الان داریم به قهقرا میریم,offensive,o o o o o o o o o o o o o o o o o,3500936
937,مادر کس ده‌های ایرانی شما میگید شاه دزدی کرد,offensive,o o o o o o o o o,3500937
938,روحانی همین الان داره به ملت می‌خندد و مسخره می‌کند چون میدونه راحت تونست مردم را فریب دهد و به مردم ، فقط جیب خودش و آقازاده هاشو پر کرد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500938
939,سوسول یه مدت بسیجی شدی الانم سوسول چرا بلد نیستی مثل ادم زندگی کنی,offensive,o o o o o o o o o o o o o o,3500939
940,واقعا نمی‌دونم جی بگم فقط می‌تونم بگم دولت تدبیر و امید برای مردم به دولت بی‌تدبیری و ناامیدی بدل‌شده‌این پستا در شان رئیس جمهور ، جمهوری ایران نیست,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500940
941,بی‌پدرومادر,offensive,o,3500941
942,دیوث زمانه را بشناسیم حسن روحانی,offensive,o o o o o o,3500942
943,اون وقتی که رای دادین حالام چوبشو بخورید,offensive,o o o o o o o o,3500943
944,از مملکتمون گمشو حروم زاده ، همرا با اخوندای نجست ک فقط تجاوز رو خوب یادگرفتن,offensive,o o o o o o o o o o o o o o o o,3500944
945,خجالت نمیکشی شکه گیای از این لجن دزد تعریف میکنی نمیبینی مردم تو چه فقری گرفتار شدن ب خاطر همین دزدای بیشرف بعد میگی خوشم میاد ازت مای حرفت ایستادی اینهمه کودک کار و فقر و جنایت مسببش کی بوده همینا,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500945
946,خفه شو بابا شیش ساله دارو نداره کشور رو پای برجام حالا که همش به فنا نرفته تلگرامو بهانه کردی مردم گنداتو نبینن,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500946
947,چه هنری‌داری عن آقا جز برباد دادن پول ایران خاک برسرت لاشی,offensive,o o o o o o o o o o o o,3500947
948,وقتی میگه مردم شما رونق اقتصادی خواهید_داشت یعنی ذره‌ای به فکر رونق اقتصادی نباشید,offensive,o o o o o o o o o o o o o o,3500948
949,کصکش میدونی چرا روحانی میرینه تو دهن امثال توی بی‌غیرت چون لیاقتته کیر ساشا صبحانی تو دهنت,offensive,o o o o o o o o o o o o o o o o o,3500949
950,امام خمینی ره می‌فرماید اگر بسیج نبود کشور نبود,offensive,o o o o o o o o o,3500950
951,ای توروحت خامنه‌ای برو,offensive,o o o o,3500951
952,با پول ملت ایران‌داری هال میکنه دعا میکنم یه روزی آب خوش قلوت پاین نره,offensive,o o o o o o o o o o o o o o o,3500952
953, لعنت به این دولت بیشرف,offensive,o o o o o,3500953
954,فتنه جدید روحانی فرماندهان نظامی توسط مردم انتخاب شوند,offensive,o o o o o o o o o,3500954
955,آقای رئیسی کمتر مردم ظلم کن جونمون به لب رسید کجا رفت آن همه وعده شما جیب مارو نزن وعده وعید هات پیشکشت,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500955
956,خدایی ازهیچ رییس جمهوری اندازه روحانی بدم نیومده متنفرم ازت توریشه امید رو تو دل جوونا خشک کردی بذرناامیدی رو تو دل روزقیامت من یکی از تونمیگذرم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500956
957,روحانی اول بر و دوم برسیاستت لعنت,offensive,o o o o o o o,3500957
958,جناب آقای رئیسی اینجانب یکی از طرفداران شما در زمان انتخابات‌بودم ولی نمیدونم چرا بعد از انتخابات اوضاع گرانی دلار باعث شد تمام برنامه‌ها تغییر کند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500958
959,این حرومزاده چجوری با پولای مردم داره حال میکنه اونوقت ملت اینجا دادن از قشنگی میمیرن,offensive,o o o o o o o o o o o o o o o o,3500959
960,فقط یه کی تونست اونم جمهوری اسلامی ایران کارها کرد و بیشتر هم میکنه,offensive,o o o o o o o o o o o o o o,3500960
961,رئیسی لازم نیس خودش رو به زحمت بندازه به فکر دلارهای ذخیره‌شده‌و اتمام دوران ریاست جمهوریش باشه,offensive,o o o o o o o o o o o o o o o o o,3500961
962,سیاست دولت یازدهم و دوازدهم مبتنی بر ایجاد فضای امن مجازی بوده و نه امنیتی و تاکنون هیچ شبکه اجتماعی و یا پیام‌رسان « توسط این دولت » مسدود‌نشده‌و نخواهد_شد ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500962
963,شماها وقتی توانایی مقابله با یه برف و ندارید ر می‌خواید یه مملکت رو بچرخونید با دلالی ارز ارزو گرون می‌کنید تا کسری بودجتون جبران بشه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500963
964,سپاه وارد اقتصاد و سیاست مجبوره بشه چون شما بهش درست و حسابی نمیدی,offensive,o o o o o o o o o o o o o o,3500964
965,ساشا برایم اصلا اهمیت نداره که پولت دزدی ه یا پدرجدت پولدار ، اینکه با این وقاحت مینویسی حسودا خودشون را جر بدن ، اعصاب ادمو میریزه بهم ، یعنی توی ه‌ان ، فکر میکنی کسی هم دوست داره جای تو باشه و روزی هزار بار فحش ناموسی بخوره ، روزی صد تا کیر فقط حواله زنده و مرده‌اش بشه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500965
966,شما که دنبال بودین رو منحل کنین آقای روحانی یادتون رفته,offensive,o o o o o o o o o o o,3500966
967,ریدم به سر تو اون دزد بیت المال,offensive,o o o o o o o o,3500967
968,ی‌دونم که آنقدر پست هستید که درد مردم براتون درد نیست ولی زیر بار گرونی له شدیم ، عاقبتی که ازش حرف میزنید واقعیه وجود داره شماها باید ده مرنچتبه بمیرید و دوباره تو آتیش بسوزید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500968
969,دارین مملکت رو خراب میکنید هیچ لطفا اینقدر نخند خنده به شعورمون توهین میکنه,offensive,o o o o o o o o o o o o o o,3500969
970,بیخودی پیام ندین سرسفره‌ی انقلاب نشستن هنذفری توگوششون آهنگ هایده گوش میدن هرازگاهی هم یکی یه قابلمه برمیداره وازایران درمیره دیگه بقیه گشنن ودارن میمیرن به ایناچه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500970
971,وضع ما روز ب خرابتر میشه و شما در کمال پررویی در رسانه از بهبود معیشت مردم میگید,offensive,o o o o o o o o o o o o o o o o o o,3500971
972,ب امید ایتده‌ای روشن و بیداری مسعولین محترم از خواب غفلت,offensive,o o o o o o o o o o o,3500972
973,ملت عزیز بازم بگن مرگ بر امریکا همونایی که واسه حمایت ازشون مرگ مرگ میکنید بچه هاشون تااین حد خوبه حالشون پس باهم صدا بگید ریدیم ریدیم هی هی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500973
974,تو مملکتی که هیچ چیزی بار نیست و توش دزدی میلیاردی چه انتظاری‌داری تو,offensive,o o o o o o o o o o o o o o,3500974
975,آقای رئیس جمهور تعداد صنایع رو زیاد کنین کشورو صنعتی کنید جوری که مثل کشور‌های خارجی نیروی کار کم بیارید خارج وارد کنید نه که خودتونو رلحت کنید بگین کار نیست برین شغل آزاد به قول شما طرف دکتری داره باید پشت میز بشینه هیچی بلد نیست یعنی چی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500975
976,اقای روحانی تورو جان هرکسی که دوسش‌داری تورو به اون خدایی که میپرستی تورو به اون قران من یک ماه به عروسیم هست شما میگی تازه از امروز یافردا تحریم سخت شروع میشه من همسرم از چندوقت قبل که تحریم شد اخراج‌شده‌ازکارش‌دوباره تازه کارپیداکرده الانم دوباره تحریم میخواد بشه کارش ضعیف‌شده‌ومیشه یک ماه به عروسیم بایدهمسرمن اخراج بشه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500976
977,دقیقا با بیرون رفتن آریا مهر این حرومزاده‌ها تو ما بزرگ شدن,offensive,o o o o o o o o o o o o,3500977
978,اسکل تو اگه عدد و رقم میدونستی چیه دستمال دستت نمیگرفتی و ینفر حرومی که با مردم ایران داره عشق میکنه رو بمالی ,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500978
979,به نظرت این پرویی هست نه در اشباهیی وقتی مردم میان میکشن و میان رای میدن پس حق ما مردم هست تا زمانی که کشورمون رهبری به این حرومزادگی داریم هیچ جوره تغییر نمیکنه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500979
980,اقای روحانی خودتون خوب میدونین رفع بانکداری بیش از نود درصد مشکلات رو حل میکنه یعنی عملا هیچ تحریمی برداشته‌نشده‌پس کی تحریم بانکداری حل میشه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500980
981,میگی افزایش نرخ ارز بخاطر درامد برای نیست افزایش نرخ تعرفه واردات خودرو که بر خلاف قانون انجام‌شده‌و میبایست هر سال کم میشده,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500981
982, این سپاهیایی که رئیس جمهور منظورش‌بود مدافع حرم نیستن اینا مدافع جیبشونن ببین تو جاده سازیا سد‌سازی هرجا پروژه بزرگو نون آب‌داری یک سپاهی در اون مشارکت داره ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500982
983,خوشحالم لااقل بهت رای ندادم,offensive,o o o o o,3500983
984,امیدوارم همه بچه‌ها مسئولان همین شکلی بشن ، ، یه نسل تفکرشون ، منقرض بشه ,offensive,o o o o o o o o o o o o o o o,3500984
985,دیگه واسم فرقی نداره داعش بیاد یا نیاد ,offensive,o o o o o o o o,3500985
986,مردم قربانی قلدر بازی‌های شما میشن قدیما چرا این جور چیزا نبود,offensive,o o o o o o o o o o o o,3500986
987,ملت ما ابله‌ترین ملتی هست که تاریخ بخودش دیده,offensive,o o o o o o o o o,3500987
988,ملت رو چی فرض کردی اون نور چیه پشت پنجره در طول روز فیلم‌برداری میکنین بعدش میگین برنامه زنده,offensive,o o o o o o o o o o o o o o o o o o o,3500988
989,انشاالله این بزرگ میشه چوبش میشه چوبه‌دار زدن هرچی آخونده,offensive,o o o o o o o o o o,3500989
990,با سلام خدمت رییس‌جمهور محترم لطفا به حق و حقوق کارگران و شغل جوانان رسیدگی کنید از اتون خواهش میکنم کارگران دارن له میشن  چند ماه حقوق ندادن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500990
991,کی‌بود تو مجلس پیشنهاد منحل کردن یکی از ماهر‌ترین گروه نظامی و اعدام کردن عده‌ای از آن‌ها در نماز جمعه رو داد,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500991
992,درود به روحانی که از خانواده ارتش دفاع کرد کدوم عدالت و وقت پول ارتش باید انقلابی بشه ولی وقت حمایت از سپاه ارتش باید پیشتاز باشه بهترین جاهای ایران برای خودشون امکانات رفاهی ساختن بعد میگن ما برادریم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500992
993,در مورد اعتبار پاسپورتمون گزارشی دست نیست جناب رییس‌جمهور,offensive,o o o o o o o o o,3500993
994,اقای رئیسی داره مشکلات مردمو میکنه مذاحمش نشو,offensive,o o o o o o o o,3500994
995,آیا ما امنیت داریم امنیت به این نیست که داعش سرت را نمیبرد ، امنیت به این نیست که نصفه شب بمباران نمیشوی ، اینها یعنی جنگ نیست عدم امنیت یعنی پس انداز چندساله برای خرید خانه و هنگام خرید قیمت خانه ٪ افزایش یابد عدم امنیت یعنی تا صبح ده بار به ماشین و درب خانه سرک میکشی تا مبادا سرقت کنند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500995
996,همه مریضی روحی روانی گرفتن ملت بیمار شدن,offensive,o o o o o o o o,3500996
997,من احمدی نژادی‌ام لایک کنید کونش بسوزه اشغال سگ,offensive,o o o o o o o o o,3500997
998,اقای روحانی متاسفم از بابت رای که بهشتون دادم هیجوقت دیگر رای نخواهم_داد هیجوقت,offensive,o o o o o o o o o o o o o o,3500998
999,اقای روحانی عزیز ازیزد هستم قرار‌بود دست روی فیلترینگ نره,offensive,o o o o o o o o o o,3500999
1000,باز صد رحمت به احمدی نژاد و خاتمی,offensive,o o o o o o o o,3501000
1001,اگه یکم داخل ارتش پول اضافی باشه اونجا اختلاس میشه,offensive,o o o o o o o o o o,3501001
1002,البته قبول دارم که دلار بدجوری رفته بالا و برجامم که هبچی نگو,offensive,o o o o o o o o o o o o o,3501002
1003,تا حالا کسی سپاهییه فقیر دیده من ک ندیدم ولی ارتشی فقیر ک لنگه نونه شبشه زیاده,offensive,o o o o o o o o o o o o o o o o o,3501003
1004,یادمه تا چندسال اول ریاست جمهوریت داشتی از دولت قبل میگفتی و هرچی اتفاق بد‌بود مینداختی گردن دولت قبل ، حالا هم که آخر دولت خودتونه هرچی اتفاق بده میگی من مقصر نیستمو دست من نیست و میشه بگی دقیقا چیکاره هستی اگر توان تصمیم‌گیری و اجرای کاری نداری پس چرا رییس‌جمهور شدی لطفا نگو از اوضاع مملکت خبر نداشتی و یهو وارد این وادی  شدی آشیخ حسن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501004
1005,سپاه که فقط داره بودجه مملکتو حیف میل میکنه,offensive,o o o o o o o o o,3501005
1006,هر کشور یه فرهنگ داره ما از لحاظ فرهنگ در قعر دنییاییم و اینو مدیون سیاست مدارای خرفتی هستیم که فقط جوون ناموس و ذلت مردم و میخوان,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501006
1007, هیچکس از شما دل خوش نداره آقای رییس دولت همه رو به خاک سیاه نشوندین,offensive,o o o o o o o o o o o o o o o,3501007
1008,زنده باد رهبر کبیر اسلام امام خامنه‌ای,offensive,o o o o o o o,3501008
1009,پیش‌بینی‌شده‌ک سپاه مجتبی خامنه رو بیاره روی کار شهریور و و شما مخالف میکنید جنگ میشه و در اخر نظام سقوط میکنه,offensive,o o o o o o o o o o o o o o o o o o o o o o,3501009
1010,آقای رییس‌جمهور حال جوونای خوب نیس,offensive,o o o o o o,3501010
1011,باعث و بانی نا امنی خود شماست آقای روحانی لیبرال,offensive,o o o o o o o o o o,3501011
1012,آقای روحانی باوعده‌های غیرقابل انجام مردم را فریفتی ورای جمع کردی ,offensive,o o o o o o o o o o o,3501012
1013,من نمیدونم چرا به حرام زاده آغا زاده آقا زادگی مگه به پول دزدیه اقا زاده کسیه که خودش زندگیشو می‌سازه و میشه افتخار بچه هاش نه این زنا زاده‌ها ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501013
1014,خدا لعنت کند رای دهندگانی به خاطر رای نیاوردن رقیبت که هم صلاحیت داشت وهم متدین‌بود به تو رای دادند ، حقا که فقط لیاقت تو رادارند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501014
1015,دوست دارم آقای روحانی مرد والا مقام من من خیلی راضی هستم بعد از شما رئیس جمهور شدید چون همیشه حرف دلمو زدین به بعضی آدمهای بد مرسی که هستین,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501015
1016,والله یبار بهش رای دادام پخ خوردم غلط کردم باز هزار رحمت به رفسنجانی و احمدقلی,offensive,o o o o o o o o o o o o o o o o,3501016
1017,فک میکنی جووونیه ماها خوب گذشت زندگیمونو نابود کردن از بس باید حرص بخوریم که چرا بیکاریم چرا هر چی کار می‌کنیم بازم بدهکاریم چرا پدر من با هفتاد و پنج سال باید هنوز کار کنه و چرا چرا چرا و سیاستمدارامون عین خیالشون نباشه و اینجوری زندگی کنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501017
1018,راه تشخیص از باطل : تمام صحبت‌های روحانی را کاملا برعکس کنید میشه واقعیت,offensive,o o o o o o o o o o o o o o,3501018
1019,سلام جناب آقای روحانی من برادر شهیدمحسن جعفری ودایی شهیدمحمدعامری وخودم هم جانباز هستم محبتی کنیدطرح مسکن اجتماعی که توسط دولت جنابعالی مطرح گردیدمحبت کنیددستوری فرمائیدتااذیت نکندتامثل من که سه تاپسربیکاردارم لااقل بتونیم صاحب باکمک خداوتلاش جمعی خودمون خانه‌دار بشن انشاالله خدا خیرتون,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501019
1020,از دست خامنه‌ای تو گور هم راحت نیستم,offensive,o o o o o o o o,3501020
1021,آقای رئیسی تو رو جون بچت فکر این سکه‌ها باش ما‌ها باید چطوری مهریه بدیم فکر باش,offensive,o o o o o o o o o o o o o o o o o,3501021
1022,آقای رئیسی این آمار وارقام روی کاغذ رو بیخیال ، بیا بین مردم کوچه و بازار چه وضع اسفباری دارن مردم توی فقر و نداری دارن زندگی میکنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501022
1023,مرگ بر جمهوری مرگ بر خامنه‌ای,offensive,o o o o o o,3501023
1024,ملت ایران زمان پایان دادن به حکومت اخوندی فرا رسیده بپا خیزید,offensive,o o o o o o o o o o o o,3501024
1025,چرا بهروز وثوقی و ایرانی‌های محبوب که سالهاست تو امریکا هستنو بر نمیگردونین اقای رئیسی,offensive,o o o o o o o o o o o o o o o,3501025
1026,بهش بگو فرمانده نیروی مسلح بمونه و بقیه کارها رو به شما تفویض کنه تا اینجوری نشه نهادها اسم ولی فقیه خودشون رو فرا قانونی میدونن و هماهنگ با دولت عمل نمیکنند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501026
1027,سپاه هم همیشه در خدمتگزاریه,offensive,o o o o o,3501027
1028,ارمانهای عمامت رودنبال میکنی,offensive,o o o o,3501028
1029,تاراج غارت در جمهوری اسلامی ایران,offensive,o o o o o o,3501029
1030,ما حسود نیسیم‌فقط حرصمون میگیره ک ما نون بخور نمیرمونا بزور در میاریم تو این وضعیت اقتصادی ک همه چی ثانیه‌ای بالا میره و کار نیست ولی بابای بعضیا حقوقش چند میلیونی باشه و یا بیشتر ک اقازاده‌اش اینطوری میگرده فک کم حقوق یک ماه پدر من اندازه یه روز یا چند ساعت بابای توست هه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501030
1031,دکتر مصدق دیگر نیست مردم من فحاش و چرت و پرت گو نیستند این فحاشان و طلبکاران مزدور سلطنت طلبن و ایرانی نیستند,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3501031
1032,اول انقلاب در مورد ارتش چیز می‌گفتی,offensive,o o o o o o o,3501032
1033,به قبره بابات ریدن سبحانی کیر تو کوس خواهرت کوس ننه کیرم تو مرده و زندت خواهر کوسته پول مردمه بدبختو میخوری جابیه‌ی عالمه جنده نگاه کن عشقت خواهرت مادرت ناموست کوس دادن که یکی عین تو به عمل امده بی‌ناموس پول مردمی که کفش ندارن پاشون کنن پول ندارن نون بخرن بخورن تو و بابایه کوسکشت با ننه و خواهر جندت میخورن ی جا هس تو ایران به اسم سیستان و بلوچستان پسر ساله از گوشنگی داره تلف مشه مردم اب خوردن ندارم تویه بی‌همه کس اونوری,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501033
1034,مثل خیلیای خارج نشین آرزوی بازگشت ب ایران ب دلت مونده وخواهد ماند ، عیش ونوشی هم ک راه انداخته‌ای تنهابراوانمود کردن هست ، آخرش در باتلاق تلف خواهی_شد ، فقط صبرکنوببین,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501034
1035,امام خمینی کونی ‌بود,offensive,o o o o,3501035
1036,از بیرون تحریم و از داخل گل کاشتی جون عمت رئیسی,offensive,o o o o o o o o o o o,3501036
1037,ترکیبی از تجاوز چند آخوند به جندش و نتیجش همچین موجود لاشی بوجود میاد,offensive,o o o o o o o o o o o o o o,3501037
1038,اوایل انقلاب که خواستار برچیده شدن ارتش بودید,offensive,o o o o o o o o,3501038
1039,بابا خمینی گفت اب مجانی برق مجانی اجاره مجانی نگفت بی‌بندوباری رایگان و حلال البته شایدم به امثال شماها گفته باشه و به شما ژنای انقلابی همه جور امتیاز داده باشه دیگه هیچی بعید نیست به مردم عادی از اون همه قول یه پشه هم نرسید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501039
1040,فراموش که خدا مو را از ماست بیرون می‌کشد و تمام ما در مقابل خدا باید پاسخگو باشیم به داد مردم برسید,offensive,o o o o o o o o o o o o o o o o o o o o o o,3501040
1041,متاسفم برای خودم رای دادم,offensive,o o o o o,3501041
1042,قورومساق دزد و بی‌شرف یعنی ریدم به هیکل خودت فاسدت واقعا مملکت چه قدر بی‌صاحب هستش امثال تو کسکش به مردم ایران توهین می‌کنن مرگ بر دیکتاتور,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501042
1043,سپاه چی خودتونم میدونید,offensive,o o o o,3501043
1044,حمایت مستضعفین در سراسر جهان یه سوال اساسی ایران جز جهان نیست چراغی ک به خانه رواس به مسجد حرام است از دری ک فقر میشه از در دیگرش فحشا وارد می‌شود و کلی از احدایث دیگر یه نگاه به دلایل فروپاشی شوروی بکنید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501044
1045,داش حسن از خر شیطون بیا پایین مذاکره تنها راهه وگرنه با این تورم شما رکورد‌دار تورم و به بدی خواهد_ماند از ما گفتن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3501045
1046,منظورت اینه که اعلام کنن اسمشونو دیگه برا مدال افتخار بعدم امثال دکتر طاهری که معجزه کشوره اعدام کنن ,offensive,o o o o o o o o o o o o o o o o o o o,3501046
1047,سلام اقای روحانی دولتتون دولت انتقاده چرا این همه شعار میدین پس کو اون همه قولی که موقع انتخابات دادین من خودم به شما رای دادم به خاطر حرفاتون بزرگانمون انقلاب نکردن که این وضعیت بوجود بیاد درصد از دروغای شما میگن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501047
1048,رئیسی درخت اقتصاد رو آبیاری کن وگرنه این کارت آبیاری گیاه هرزه است,offensive,o o o o o o o o o o o o o,3501048
1049,اقای روحانی اینا باید از ریس شورای عالی امنیت ملی پرسید ک خود جنابعالی باشید ما ب وعده‌های دروغین و دو دره بازی و امید کاذب رای ندادیم ما برای امید و و پیشرفت رای دادیم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501049
1050,اگه خدایی هست که حتما هست ازتون نگذره که مردم رو تو ایران به این شکل داشتین خودتون اون بر هرغلطی که میخواین باپول این مردم بی‌گناه میکنید بعد بابای بیشرفت دم ازاسلام میزنه ننگ برشمااااااا اقاااااازاااااده,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501050
1051,تمومی نداره پدرش مال دولت احمقی نژاد بوده,offensive,o o o o o o o o,3501051
1052,حسن کلید شاشیدم تو ریشت ریشت نه‌ها ریشه‌ات رگ رو میگم بی‌اصل نصب,offensive,o o o o o o o o o o o o o,3501052
1053,کیرم توو جمهوری اسلامی اگر پولای حق الناسو که با بابای کسکشت ازتون نگیره,offensive,o o o o o o o o o o o o o o,3501053
